FID,Nr ewid,Nazwa,Centrala,Stanowisko,Rodzaj,Województwo,Powiat,Gmina,Miejscowość,Adres,Kod pocztowy,Długość geo.,Szerokość geo.,x,y
130,402001,JRG Kostrzyn nad Odrą,957338482,957338482,JRG,LUBUSKIE,gorzowski,Kostrzyn nad Odrą,Kostrzyn nad Odrą,Gorzowska 1,66-470,14.6524555556,52.5871722222,14.6524555556,52.5871722222
131,1515001,JRG Kościan, ,477718015,JRG,WIELKOPOLSKIE,kościański,Kościan (gmina miejska),Kościan,Bączkowskiego 5a,64-000,16.6420305556,52.0885416667,16.6420305556,52.0885416667
132,1107001,JRG Kościerzyna,586863037,586863037,JRG,POMORSKIE,kościerski,Kościerzyna (gmina miejska),Kościerzyna,Traugutta 6,83-400,17.9752944444,54.1258333333,17.9752944444,54.1258333333
133,709001,JRG Kozienice,486117898,486117899,JRG,MAZOWIECKIE,kozienicki,Kozienice,Kozienice,Nowy Świat 3,26-900,21.5486194444,51.5828083333,21.5486194444,51.5828083333
134,807001,JRG Krapkowice,478616707,478616700,JRG,OPOLSKIE,krapkowicki,Krapkowice,Krapkowice,3 Maja 19,47-303,17.9751111111,50.4866111111,17.9751111111,50.4866111111
135,310001,JRG Krasnystaw,825763095,825760150,JRG,LUBELSKIE,krasnostawski,Krasnystaw (gmina miejska),Krasnystaw,Poniatowskiego 10,22-300,23.1716666667,50.9838888889,23.1716666667,50.9838888889
136,311001,JRG Kraśnik,818252281,818843608,JRG,LUBELSKIE,kraśnicki,Kraśnik (gmina miejska),Kraśnik,Obwodowa 1,23-200,22.2488277778,50.9274416667,22.2488277778,50.9274416667
137,909001,JRG Krosno,134366308,134366308,JRG,PODKARPACKIE,Krosno,Krosno,Krosno,Niepodległości 6,38-402,21.7691666667,49.6875,21.7691666667,49.6875
138,403002,JRG Krosno Odrzańskie,683830100,683835076,JRG,LUBUSKIE,krośnieński,Krosno Odrzańskie,Krosno Odrzańskie,Sienkiewicza 2a,66-600,15.0909666667,52.0584194444,15.0909666667,52.0584194444
139,1516001,JRG Krotoszyn, ,477718116,JRG,WIELKOPOLSKIE,krotoszyński,Krotoszyn,Krotoszyn,Mickiewicza 29,63-700,17.4349833333,51.6995944444,17.4349833333,51.6995944444
140,612001,JRG Krynica-Zdrój,478314993,478314991,JRG,MAŁOPOLSKIE,nowosądecki,Krynica-Zdrój,Krynica-Zdrój,Marszałka Józefa Piłsudskiego 56,33-380,20.954975,49.4271111111,20.954975,49.4271111111
141,504001,JRG Kutno,242510060,242510069,JRG,ŁÓDZKIE,kutnowski,Kutno (gmina miejska),Kutno,1-go Maja 7,99-300,19.3530638889,52.2322611111,19.3530638889,52.2322611111
142,1108001,JRG Kwidzyn, ,477415252,JRG,POMORSKIE,kwidzyński,Kwidzyn (gmina miejska),Kwidzyn,Sportowa 3,82-500,18.9357833333,53.7221166667,18.9357833333,53.7221166667
143,710001,JRG Legionowo,227742828,227742828,JRG,MAZOWIECKIE,legionowski,Legionowo,Legionowo,Jagiellońska 71A,05-120,20.9164333333,52.4086555556,20.9164333333,52.4086555556
144,925001,JRG Lesko,134696291,134696291,JRG,PODKARPACKIE,leski,Lesko,Lesko,Jana Pawła II 2,38-600,22.3238888889,49.475,22.3238888889,49.475
145,1517001,JRG Leszno,477718200 wew.: 8200,477718233 wew.: 8233,JRG,WIELKOPOLSKIE,Leszno,Leszno,Leszno,Okrężna 19,64-100,16.5918583333,51.8289361111,16.5918583333,51.8289361111
146,910001,JRG Leżajsk,172421459, ,JRG,PODKARPACKIE,leżajski,Leżajsk (gmina miejska),Leżajsk,Opalińskiego 6,37-300,22.4157444444,50.2631861111,22.4157444444,50.2631861111
147,1109001,JRG Lębork,598631598,477418652,JRG,POMORSKIE,lęborski,Lębork,Lębork,Stryjewskiego 37,84-300,17.7357555556,54.5448888889,17.7357555556,54.5448888889
148,1412001,JRG Lidzbark Warmiński,477329550,477329550,JRG,WARMIŃSKO-MAZURSKIE,lidzbarski,Lidzbark Warmiński (gmina miejska),Lidzbark Warmiński,Olsztyńska 8,11-100,20.5727472222,54.1221083333,20.5727472222,54.1221083333
149,608001,JRG Limanowa, ,478314771,JRG,MAŁOPOLSKIE,limanowski,Limanowa (gmina miejska),Limanowa,Matki Boskiej Bolesnej 43,34-600,20.43165,49.7037944444,20.43165,49.7037944444
150,212001,JRG Lipno, ,477513500,JRG,KUJAWSKO-POMORSKIE,lipnowski,Lipno (gmina miejska),Lipno,Sportowa 16a,87-600,19.1715527778,52.8523083333,19.1715527778,52.8523083333
151,711001,JRG Lipsko,483781108,483780108,JRG,MAZOWIECKIE,lipski,Lipsko,Lipsko,Partyzantów 3,27-300,21.6489305556,51.1604888889,21.6489305556,51.1604888889
152,911001,JRG Lubaczów, ,166322183,JRG,PODKARPACKIE,lubaczowski,Lubaczów (gmina miejska),Lubaczów,Sobieskiego 13,37-600,23.1331277778,50.1500555556,23.1331277778,50.1500555556
153,114001,JRG Lubań,757223128,757223809,JRG,DOLNOŚLĄSKIE,lubański,Lubań (gmina miejska),Lubań,Podwale 7,59-800,15.2912972222,51.1232388889,15.2912972222,51.1232388889
154,312001,JRG Lubartów,818553081,818546441,JRG,LUBELSKIE,lubartowski,Lubartów (gmina wiejska),Wincentów,112,21-100,22.5897333333,51.4824277778,22.5897333333,51.4824277778
155,115001,JRG Lubin,768461840,768461840,JRG,DOLNOŚLĄSKIE,lubiński,Lubin (gmina miejska),Lubin,Ścinawska 21,59-300,16.2158333333,51.3972222222,16.2158333333,51.3972222222
156,1216001,JRG Lubliniec, ,343513150,JRG,ŚLĄSKIE,lubliniecki,Lubliniec,Lubliniec,PCK 10,42-700,18.6770861111,50.682075,18.6770861111,50.682075
157,413001,JRG Lubsko,683725210,683630700,JRG,LUBUSKIE,żarski,Lubsko,Lubsko,Strażacka 1,68-300,14.9689861111,51.7875305556,14.9689861111,51.7875305556
158,116001,JRG Lwówek Śląski,757822222,757822222 wew.: 10,JRG,DOLNOŚLĄSKIE,lwówecki,Lwówek Śląski,Lwówek Śląski,Sikorskiego 2,59-600,15.5764333333,51.1121388889,15.5764333333,51.1121388889
159,912001,JRG Łańcut,694488702,172254606 wew.: 56,JRG,PODKARPACKIE,łańcucki,Łańcut (gmina miejska),Łańcut,Grunwaldzka 68,37-100,22.2335194444,50.0778944444,22.2335194444,50.0778944444
160,505001,JRG Łask,436752326,436753439,JRG,ŁÓDZKIE,łaski,Łask,Łask,Strażacka 2,98-100,19.1316666667,51.5941666667,19.1316666667,51.5941666667
161,313001,JRG Łęczna,817527520,817527530,JRG,LUBELSKIE,łęczyński,Łęczna,Łęczna,Przemysłowa 18,21-010,22.8700694444,51.2999194444,22.8700694444,51.2999194444
162,506001,JRG Łęczyca,247212632,247210115,JRG,ŁÓDZKIE,łęczycki,Łęczyca (gmina miejska),Łęczyca,Lotnicza 21E,99-100,19.1833083333,52.0442666667,19.1833083333,52.0442666667
163,1621001,JRG Łobez,913974026,913974026,JRG,ZACHODNIOPOMORSKIE,łobeski,Łobez,Łobez,Przemysłowa 2,73-150,15.6195833333,53.6445277778,15.6195833333,53.6445277778
164,1008001,JRG Łomża,477117404,862167769,JRG,PODLASKIE,Łomża,Łomża,Łomża,gen. Władysława Sikorskiego 48/94,18-400,22.0564194444,53.18135,22.0564194444,53.18135
165,712001,JRG Łosice, ,833572241,JRG,MAZOWIECKIE,łosicki,Łosice,Łosice,Kolejowa 2a,08-200,22.7106111111,52.2151777778,22.7106111111,52.2151777778
166,507001,JRG Łowicz,468302564,468302570,JRG,ŁÓDZKIE,łowicki,Łowicz (gmina miejska),Łowicz,Seminaryjna 4,99-400,19.9411111111,52.11635,19.9411111111,52.11635
167,314001,JRG Łuków,257982087 wew.: 131,257982087,JRG,LUBELSKIE,łukowski,Łuków (gmina miejska),Łuków,Partyzantów 6,21-400,22.3846722222,51.9252111111,22.3846722222,51.9252111111
168,713001,JRG Maków Mazowiecki, ,297171150,JRG,MAZOWIECKIE,makowski,Maków Mazowiecki,Maków Mazowiecki,Moniuszki 6a,06-200,21.0995694444,52.8634194444,21.0995694444,52.8634194444
169,1110001,JRG Malbork,552702120,552702139,JRG,POMORSKIE,malborski,Malbork (gmina miejska),Malbork,Józefa Wybickiego 1,82-200,19.0431694444,54.0284333333,19.0431694444,54.0284333333
170,304002,JRG Małaszewicze,833752488,833752488,JRG,LUBELSKIE,bialski,Terespol (gmina miejska),Małaszewicze,Kolejarzy 23,21-540,23.53505,52.0276277778,23.53505,52.0276277778
171,1102002,JRG Miastko,598572601,477418010,JRG,POMORSKIE,bytowski,Miastko,Miastko,Konstytucji 3 Maja 2A,77-200,16.9829722222,54.0024638889,16.9829722222,54.0024638889
172,609001,JRG Miechów,478317100,478317110,JRG,MAŁOPOLSKIE,miechowski,Miechów,Miechów,Racławicka 20,32-200,20.0397416667,50.3558194444,20.0397416667,50.3558194444
173,1519001,JRG Międzychód,477718315,477718398,JRG,WIELKOPOLSKIE,międzychodzki,Międzychód,Międzychód,Zewnętrzna 4,64-400,15.9005916667,52.6040722222,15.9005916667,52.6040722222
174,304001,JRG Międzyrzec Podlaski,833716232,833716232,JRG,LUBELSKIE,bialski,Międzyrzec Podlaski (gmina miejska),Międzyrzec Podlaski,Janusza Kusocińskiego 24,21-560,22.7768722222,51.9758722222,22.7768722222,51.9758722222
175,404001,JRG Międzyrzecz,957426620,957426620,JRG,LUBUSKIE,międzyrzecki,Międzyrzecz,Międzyrzecz,Rokitniańska 1,66-300,15.5777777778,52.4558333333,15.5777777778,52.4558333333
176,1217001,JRG Mikołów, ,323262310,JRG,ŚLĄSKIE,mikołowski,Mikołów,Mikołów,Konstantego Prusa 7,43-190,18.9031888889,50.1717305556,18.9031888889,50.1717305556
177,117001,JRG Milicz,713841338,713841338 wew.: 50,JRG,DOLNOŚLĄSKIE,milicki,Milicz,Milicz,Powstańców Wielkopolskich 3,56-300,17.2876638889,51.5197888889,17.2876638889,51.5197888889
178,714001,JRG Mińsk Mazowiecki,257585061,257585061,JRG,MAZOWIECKIE,miński,Mińsk Mazowiecki (gmina miejska),Mińsk Mazowiecki,Warszawska 120,05-300,21.5632805556,52.1809111111,21.5632805556,52.1809111111
179,715001,JRG Mława,236543385,236545368,JRG,MAZOWIECKIE,mławski,Mława,Mława,Padlewskiego 15,06-500,20.3841777778,53.1136916667,20.3841777778,53.1136916667
180,213001,JRG Mogilno, ,477513601,JRG,KUJAWSKO-POMORSKIE,mogileński,Mogilno,Mogilno,900-Lecia 3,88-300,17.9558333333,52.6588888889,17.9558333333,52.6588888889
181,1010001,JRG Mońki,477118251,477118251,JRG,PODLASKIE,moniecki,Mońki,Mońki,Mickiewicza 18,19-100,22.8018055556,53.4017222222,22.8018055556,53.4017222222
182,1417001,JRG Morąg,897572288,477329801,JRG,WARMIŃSKO-MAZURSKIE,ostródzki,Morąg,Morąg,Jagiełły 2,14-300,19.92875,53.9103333333,19.92875,53.9103333333
183,1413001,JRG Mrągowo,477329620,477329621,JRG,WARMIŃSKO-MAZURSKIE,mrągowski,Mrągowo (gmina miejska),Mrągowo,Oficerska 2a,11-700,21.3073166667,53.8641388889,21.3073166667,53.8641388889
184,1218001,JRG Mysłowice, ,478510930,JRG,ŚLĄSKIE,Mysłowice,Mysłowice,Mysłowice,Mikołowska 50 M,41-400,19.1194111111,50.2337805556,19.1194111111,50.2337805556
185,1219001,JRG Myszków,343131541,343131541,JRG,ŚLĄSKIE,myszkowski,Myszków,Myszków,Jana Pawła II 11,42-300,19.3344055556,50.5811055556,19.3344055556,50.5811055556
186,610001,JRG Myślenice, ,478317013,JRG,MAŁOPOLSKIE,myślenicki,Myślenice,Myślenice,Przemysłowa 9,32-400,19.953125,49.8315055556,19.953125,49.8315055556
187,1612002,JRG Myślibórz,957472096,957472097,JRG,ZACHODNIOPOMORSKIE,myśliborski,Myślibórz,Myślibórz,Lipowa 1B,74-300,14.8729694444,52.9255972222,14.8729694444,52.9255972222
188,214001,JRG Nakło nad Notecią, ,477513701,JRG,KUJAWSKO-POMORSKIE,nakielski,Nakło nad Notecią,Nakło nad Notecią,Strażacka 3,89-100,17.5938888889,53.1380555556,17.5938888889,53.1380555556
189,808001,JRG Namysłów,478616800,478616810,JRG,OPOLSKIE,namysłowski,Namysłów,Namysłów,Powstańców Śląskich 3,46-100,17.7206055556,51.0775333333,17.7206055556,51.0775333333
190,1414001,JRG Nidzica,477329650,477329661,JRG,WARMIŃSKO-MAZURSKIE,nidzicki,Nidzica,Nidzica,Kolejowa 9,13-100,20.4155555556,53.3561111111,20.4155555556,53.3561111111
191,914001,JRG Nisko,158412140,158414778,JRG,PODKARPACKIE,niżański,Nisko,Nisko,Nowa 42,37-400,22.1474444444,50.4983888889,22.1474444444,50.4983888889
192,923001,JRG Nowa Dęba, ,158465101,JRG,PODKARPACKIE,tarnobrzeski,Nowa Dęba,Nowa Dęba,Jana Szypowskiego 23,39-460,21.7304194444,50.4151222222,21.7304194444,50.4151222222
193,111003,JRG Nowa Ruda,748735300,748735300,JRG,DOLNOŚLĄSKIE,kłodzki,Nowa Ruda (gmina miejska),Nowa Ruda,Piłsudskiego 14 a,57-400,16.5026888889,50.5842583333,16.5026888889,50.5842583333
194,910002,JRG Nowa Sarzyna,172411466, ,JRG,PODKARPACKIE,leżajski,Nowa Sarzyna,Nowa Sarzyna,Chemików 5,37-310,22.3332416667,50.3285916667,22.3332416667,50.3285916667
195,405001,JRG Nowa Sól,683559280,683559290,JRG,LUBUSKIE,nowosolski,Nowa Sól (gmina miejska),Nowa Sól,Marszałka J.Piłsudskiego 65 A,67-100,15.7080111111,51.8109083333,15.7080111111,51.8109083333
196,1415001,JRG Nowe Miasto Lubawskie,477329700,477329700,JRG,WARMIŃSKO-MAZURSKIE,nowomiejski,Nowe Miasto Lubawskie (gmina miejska),Nowe Miasto Lubawskie,Szkolna 5 b,13-300,19.5938888889,53.4272222222,19.5938888889,53.4272222222
197,1111001,JRG Nowy Dwór Gdański,552473589,552472333,JRG,POMORSKIE,nowodworski,Nowy Dwór Gdański,Nowy Dwór Gdański,Warszawska 53,82-100,19.1376027778,54.2060138889,19.1376027778,54.2060138889
198,716001,JRG Nowy Dwór Mazowiecki,227753650,227658130,JRG,MAZOWIECKIE,nowodworski,Nowy Dwór Mazowiecki,Nowy Dwór Mazowiecki,Gospodarcza 1,05-100,20.7405166667,52.4318555556,20.7405166667,52.4318555556
199,613001,JRG Nowy Targ,478317270,478317210,JRG,MAŁOPOLSKIE,nowotarski,Nowy Targ (gmina miejska),Nowy Targ,Ludźmierska 111,34-400,19.9964694444,49.4651694444,19.9964694444,49.4651694444
200,1520001,JRG Nowy Tomyśl, ,477718410,JRG,WIELKOPOLSKIE,nowotomyski,Nowy Tomyśl,Nowy Tomyśl,Powstańców Wlkp.2a,64-300,16.1298888889,52.3188888889,16.1298888889,52.3188888889
201,701001,JRG nr   1 m.st.Warszawa,225967010,225967010,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Modlińska 15B,03-216,20.99875,52.2931944444,20.99875,52.2931944444
202,701002,JRG nr   2 m.st.Warszawa,225967020,225967020,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Marymoncka 89/91,02-473,20.8937194444,52.2097388889,20.8937194444,52.2097388889
203,701003,JRG nr   3 m.st.Warszawa,225967030,225967030,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Polna 1,00-622,21.0208333333,52.2138888889,21.0208333333,52.2138888889
204,701004,JRG nr   4 m.st.Warszawa,225967040,225967040,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Chłodna 3,00-891,20.9943777778,52.2382083333,20.9943777778,52.2382083333
205,701005,JRG nr   5 m.st.Warszawa,225967050,225967050,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Marcinkowskiego 2,03-722,21.0411111111,52.2480555556,21.0411111111,52.2480555556
206,701006,JRG nr   6 m.st.Warszawa,225967060,225967060,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Chrościckiego 76,02-473,20.8937194444,52.2097388889,20.8937194444,52.2097388889
207,701007,JRG nr   7 m.st.Warszawa,225967070,225967070,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Powstańców Śląskich 67,01-355,20.9140277778,52.2349444444,20.9140277778,52.2349444444
208,701008,JRG nr   8 m.st.Warszawa,225967080,225967080,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Majdańska 38/40,04-110,21.0930833333,52.2428611111,21.0930833333,52.2428611111
209,701009,JRG nr   9 m.st.Warszawa,225967090,225967090,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Domaniewska 40a,02-672,21.0041194444,52.1835555556,21.0041194444,52.1835555556
210,1001001,JRG nr 1 Białystok,477117207,477117207,JRG,PODLASKIE,Białystok,Białystok,Białystok,Warszawska 3,15-062,23.1675,53.1361111111,23.1675,53.1361111111
211,1203001,JRG nr 1 Bielsko-Biała,338122233 wew.: 100,338113847,JRG,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,Bielsko Biała,Leszczyńska  43,43-300,19.0513888889,49.8040277778,19.0513888889,49.8040277778
212,205001,JRG nr 1 Bydgoszcz, ,477512310,JRG,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,Pomorska 16,85-050,18.0033361111,53.1287305556,18.0033361111,53.1287305556
213,1208001,JRG nr 1 Częstochowa, ,343635114,JRG,ŚLĄSKIE,Częstochowa,Częstochowa,Częstochowa,Rejtana 25/35,42-200,19.1350027778,50.7971222222,19.1350027778,50.7971222222
214,904001,JRG nr 1 Dębica,146812855,146812855,JRG,PODKARPACKIE,dębicki,Dębica (gmina miejska),Dębica,Poddęby 6a,39-200,21.4203694444,50.0491805556,21.4203694444,50.0491805556
215,1406001,JRG nr 1 Elbląg,477319370,477319398,JRG,WARMIŃSKO-MAZURSKIE,Elbląg,Elbląg,Elbląg,Łęczycka 19,82-300,19.4404222222,54.15595,19.4404222222,54.15595
216,1101001,JRG nr 1 Gdańsk, ,583477852,JRG,POMORSKIE,Gdańsk,Gdańsk,Gdańsk - Wrzeszcz,Partyzantów 34,80-251,18.6008333333,54.3780555556,18.6008333333,54.3780555556
217,1105001,JRG Nr 1 Gdynia Śródmieście, ,586602105,JRG,POMORSKIE,Gdynia,Gdynia,Gdynia,Władysława IV 12/14,81-353,18.5383444444,54.5219472222,18.5383444444,54.5219472222
218,401001,JRG nr 1 Gorzów Wielkopolski,957338492,957338492,JRG,LUBUSKIE,Gorzów Wielkopolski,Gorzów Wielkopolski,Gorzów Wielkopolski,Walczaka 108,66-400,15.2787194444,52.7657083333,15.2787194444,52.7657083333
219,209001,JRG nr 1 Grudziądz, ,477512400,JRG,KUJAWSKO-POMORSKIE,grudziądzki,Grudziądz,Grudziądz,Piłsudskiego 25/27,86-300,18.7576361111,53.4904333333,18.7576361111,53.4904333333
220,108001,JRG nr 1 Jelenia Góra,757678302,757647450 wew.: 04,JRG,DOLNOŚLĄSKIE,Jelenia Góra,Jelenia Góra,Jelenia Góra,Sokoliki 6,58-560,15.6998555556,50.8709861111,15.6998555556,50.8709861111
221,1509001,JRG nr 1 Kalisz, ,477717634 wew.: 7634,JRG,WIELKOPOLSKIE,Kalisz,Kalisz,Kalisz,Nowy Świat 40-42,62-800,18.0927777778,51.7522222222,18.0927777778,51.7522222222
222,1201001,JRG nr 1 Katowice, ,478510040,JRG,ŚLĄSKIE,Katowice,Katowice,Katowice,Krakowska 130,40-391,19.0898694444,50.2550527778,19.0898694444,50.2550527778
223,1301001,JRG nr 1 Kielce,413693010,413693621,JRG,ŚWIĘTOKRZYSKIE,Kielce,Kielce,Kielce,Sandomierska 81,25-324,20.6471722222,50.8709166667,20.6471722222,50.8709166667
224,1513001,JRG nr 1 Konin,603459597,477717930,JRG,WIELKOPOLSKIE,Konin,Konin,Konin,Przemysłowa 7,62-510,18.2677333333,52.2342416667,18.2677333333,52.2342416667
225,1610001,JRG nr 1 Koszalin, ,943455245 wew.: 245,JRG,ZACHODNIOPOMORSKIE,Koszalin,Koszalin,Koszalin,Monte Cassino 10,75-414,16.1913277778,54.1966222222,16.1913277778,54.1966222222
226,601001,JRG nr 1 Kraków,126168390,126168390,JRG,MAŁOPOLSKIE,Kraków,Kraków,Kraków,Westerplatte 19,31-033,19.9437555556,50.0597555556,19.9437555556,50.0597555556
227,112001,JRG nr 1 Legnica,767522112 wew.: 110, ,JRG,DOLNOŚLĄSKIE,Legnica,Legnica,Legnica,Witelona 2,59-220,16.1635083333,51.2065305556,16.1635083333,51.2065305556
228,501001,JRG nr 1 Łódź,426163801,426163801,JRG,ŁÓDZKIE,Łódź,Łódź,Łódź,Zgierska 47,91-446,19.4509166667,51.7892638889,19.4509166667,51.7892638889
229,611001,JRG nr 1 Nowy Sącz,478314974,478314971,JRG,MAŁOPOLSKIE,Nowy Sącz,Nowy Sącz,Nowy Sącz,Wincentego Witosa 69,33-300,20.6957583333,49.6376027778,20.6957583333,49.6376027778
230,1401001,JRG nr 1 Olsztyn,477319240,477319240,JRG,WARMIŃSKO-MAZURSKIE,Olsztyn,Olsztyn,Olsztyn,Niepodległości 16,10-045,20.4760583333,53.7721,20.4760583333,53.7721
231,801001,JRG nr 1 Opole,774002021 wew.: 2021,774002056 wew.: 2056,JRG,OPOLSKIE,Opole,Opole,Opole,Głogowska 24,45-315,17.9626333333,50.6642472222,17.9626333333,50.6642472222
232,1308001,JRG nr 1 Ostrowiec Świętokrzyski,412489435,478018355,JRG,ŚWIĘTOKRZYSKIE,ostrowiecki,Ostrowiec Świętokrzyski,Ostrowiec Świętokrzyski,Wardyńskiego 32,27-400,21.3925583333,50.9434111111,21.3925583333,50.9434111111
233,1524001,JRG nr 1 Piła, ,477718835 wew.: 8835,JRG,WIELKOPOLSKIE,pilski,Piła,Piła,Moniuszki 1,64-920,16.731125,53.15445,16.731125,53.15445
234,722001,JRG nr 1 Płock,243667468,243662540,JRG,MAZOWIECKIE,Płock,Płock,Płock,Narodowych Sił Zbrojnych 8,09-400,19.6975083333,52.5614694444,19.6975083333,52.5614694444
235,729001,JRG nr 1 Radom,483688998,483688927,JRG,MAZOWIECKIE,Radom,Radom,Radom,Romualda Traugutta 57,26-600,21.1486944444,51.3995555556,21.1486944444,51.3995555556
236,901001,JRG nr 1 Rzeszów,178523303,478217002,JRG,PODKARPACKIE,Rzeszów,Rzeszów,Rzeszów,Maurycego Mochnackiego 4,35-016,21.995825,50.0364333333,21.995825,50.0364333333
237,731001,JRG nr 1 Siedlce,256442413 wew.: 404, ,JRG,MAZOWIECKIE,Siedlce,Siedlce,Siedlce,Czerwonego Krzyża 45,08-110,22.2792722222,52.1758722222,22.2792722222,52.1758722222
238,1114001,JRG nr 1 Słupsk,598424001,598424001 wew.: 233,JRG,POMORSKIE,Słupsk,Słupsk,SŁUPSK,Rynek Rybacki 2,76-200,17.0363027778,54.4642888889,17.0363027778,54.4642888889
239,920001,JRG nr 1 Stalowa Wola,158426511,158426511,JRG,PODKARPACKIE,stalowowolski,Stalowa Wola,Stalowa Wola,Jana Pawła II 27,37-450,22.0590916667,50.577225,22.0590916667,50.577225
240,1014001,JRG nr 1 Suwałki,477117507,477117507,JRG,PODLASKIE,Suwałki,Suwałki,Suwałki,Mickiewicza 15a,16-400,22.9244444444,54.0983333333,22.9244444444,54.0983333333
241,1601001,JRG nr 1 Szczecin,914348400,914348413,JRG,ZACHODNIOPOMORSKIE,Szczecin,Szczecin,Szczecin,Grodzka 1/5,70-560,14.5532611111,53.4253944444,14.5532611111,53.4253944444
242,201001,JRG nr 1 Toruń, ,477512663,JRG,KUJAWSKO-POMORSKIE,Toruń,Toruń,Toruń,Legionów 70/76,87-100,18.6025166667,53.0251166667,18.6025166667,53.0251166667
243,221001,JRG nr 1 Włocławek, ,477512863,JRG,KUJAWSKO-POMORSKIE,Włocławek,Włocławek,Włocławek,Rolna 1,87-800,19.0442638889,52.6588,19.0442638889,52.6588
244,101001,JRG nr 1 Wrocław,713443817,713443817,JRG,DOLNOŚLĄSKIE,Wrocław,Wrocław,Wrocław,Teatralna 16-20,50-056,17.0363555556,51.1053916667,17.0363555556,51.1053916667
245,410001,JRG nr 1 Zielona Góra,684537440, ,JRG,LUBUSKIE,Zielona Góra,Zielona Góra,Zielona Góra,Kożuchowska 4,65-364,15.5076222222,51.9287972222,15.5076222222,51.9287972222
246,501010,JRG nr 10 Łódź,426163810,426163810,JRG,ŁÓDZKIE,Łódź,Łódź,Łódź,Pojezierska 92,91-341,19.4115277778,51.8002305556,19.4115277778,51.8002305556
247,701010,JRG nr 10 m.st.Warszawa,225967100,225967100,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Czarodzieja 19,03-116,20.9642583333,52.3341611111,20.9642583333,52.3341611111
248,501011,JRG nr 11 Łódź,426163811,426163811,JRG,ŁÓDZKIE,Łódź,Łódź,Łódź,Retkińska 129,94-004,19.4049555556,51.7443555556,19.4049555556,51.7443555556
249,701011,JRG nr 11 m.st.Warszawa,225967110,225967110,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Zgrupowania AK ""Kampinos"" 28,01-943,20.931675,52.2978,20.931675,52.2978
250,701012,JRG nr 12 m.st.Warszawa,225967120,225967120,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Tomaszowska 4,04-840,21.1940972222,52.1817388889,21.1940972222,52.1817388889
251,701013,JRG nr 13 m.st.Warszawa,225967130,225967130,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Strażacka 141,04-455,21.1580277778,52.2590972222,21.1580277778,52.2590972222
252,701014,JRG nr 14 m.st.Warszawa,225967140,225967140,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Obornicka 21,02-948,21.0834027778,52.1691388889,21.0834027778,52.1691388889
253,701015,JRG nr 15 m.st.Warszawa,225967150,225967150,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Młodzieńcza 5/7,03-655,21.0736111111,52.2875,21.0736111111,52.2875
254,701016,JRG nr 16 m.st.Warszawa,225967160,225967160,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Rynkowa 8,02-495,20.886125,52.1944444444,20.886125,52.1944444444
255,701017,JRG nr 17 m.st.Warszawa,225967170,225967170,JRG,MAZOWIECKIE,Warszawa,Warszawa,Warszawa,Filipiny Płaskowickiej 40,02-778,21.0369777778,52.1411972222,21.0369777778,52.1411972222
256,1001002,JRG nr 2 Białystok, ,477117254,JRG,PODLASKIE,Białystok,Białystok,Białystok,Generała Władysława Andersa 46,15-113,23.1563888889,53.1572222222,23.1563888889,53.1572222222
257,1203002,JRG nr 2 Bielsko-Biała,338122233 wew.: 194,338113847,JRG,ŚLĄSKIE,Bielsko-Biała,Bielsko-Biała,Bielsko Biała,Wapienicka 12,43-300,18.9888888889,49.8066666667,18.9888888889,49.8066666667
258,205002,JRG nr 2 Bydgoszcz, ,477512320,JRG,KUJAWSKO-POMORSKIE,Bydgoszcz,Bydgoszcz,Bydgoszcz,Produkcyjna 5,85-790,18.15915,53.1488166667,18.15915,53.1488166667
259,1208002,JRG nr 2 Częstochowa, ,343615521,JRG,ŚLĄSKIE,Częstochowa,Częstochowa,Częstochowa,Sikorskiego 82/94,42-200,19.0954,50.8186805556,19.0954,50.8186805556
260,904002,JRG nr 2 Dębica,146812855 wew.: 31,146812855 wew.: 31,JRG,PODKARPACKIE,dębicki,Dębica (gmina miejska),Dębica,Kwiatkowskiego 20,39-200,21.3839138889,50.0417083333,21.3839138889,50.0417083333
